id,text,class,volunteers_count,judgment_confidence
4634,i probably love a handful of friends too but i always feel a bit strange when describing this as love,4,3.0,0.9484219278945618
5290,i am back in the shire and although it is lovely to be reunited with fields once more i am feeling a bit restless and missing london life,4,3.0,0.8996089142968695
12378,i told him that college philosophy was not the same as his class because it lacked the comforting feeling of a humorous instructor,1,3.0,0.6155506239816144
18828,Who would've known that Jesus'll come back to the ghetto / on that level and that thorough like a black heroine.,2,3.0,1.0
15272,i love the snow lol it just makes everything feel so tranquil,1,3.0,1.0
9601,id love to hear your thoughts and comments so please feel free to leave me something below and have a wonderful weekend,1,3.0,1.0
10619,i feel like ive missed my calling to be a vet because i could spend all day every day visiting with gods precious and magnificent creatures,0,4.0,0.8971992447259
13465,i feel about colors shades needing to match exactly so i am very thankful for all the time she put into making everything exactly to my liking,1,3.0,0.7212580201544484
5440,i think that s how our materialist friends feel when they hear the term intelligent design,1,5.0,1.0
4100,i really remember is feeling wonderful in the oatmeal bath,1,2.0,0.8885915402098113
1236,i was already feeling mentally crappy and it was just ridiculous,0,3.0,1.0
2900,im feeling reassured for right now,1,2.0,1.0
14754,i dance the more i feel joy the more generous i become with myself the more i live in the present the more i let myself off the trauma hook the less important the past becomes,1,3.0,0.8109932148458006
6557,i feel jealous becasue i wanted that kind of love the true connection between two souls and i wanted that,3,3.0,1.0
14,i stayed for a short while but feeling like he didnt need me anymore and having my own emotional drainage to work through i decided i needed to go home,0,4.0,0.8217868936076019
15675,"RT @MsKeeKee90s: @t_ndyy haha Oreo lol. Well I gota do dee's video for his dance soon, I can show you how to use equipment and that x",2,3.0,1.0
2927,i feel an eager anticipation,1,2.0,0.7965434127762898
15967,i feel i am losing steam but friends help the time pass in the most pleasant of ways,1,4.0,1.0
5116,i fell asleep feeling contented and was ultimately driven back to my room,1,5.0,0.7110339566454777
16781,i feel fearless janelle mon e elle canada february img width height src http www,1,4.0,0.8610321844409613
8570,im sick of constantly having this betrayed feeling in my stomach the feeling that no matter how much someone says they care about me whether it be a friend or something more they dont seem to have any loyalty no compassion for me or whats hurt me no understanding just arguments,0,4.0,1.0
11024,i am feeling pretty shaky and sad,4,4.0,1.0
17372,"@GOPBlackChick @barrackobama just said u.s.was full of nice,giving,smart ppl.I thought we were mean,unexceptional,bitter clingers?#evolved?",2,3.0,0.6666666666666666
11553,#Ebola is a great metaphor for how #GOP #teaparty policies eat off of vital organs until the host dies. #Tcot #teabaggers,2,3.0,1.0
15066,i already am but i dont know if cashier work is for me i am hoping that after a while i might ask to get transferred to stocking an area i feel more contented in,1,3.0,0.801027206338402
2858,i feel sure a new necklace will come from this afternoon of beach combing,1,2.0,0.7640090731411624
5391,i feel so envious and proud of you at the same time if it is at all possible to feel that way,3,2.0,1.0
5,i hope to feel a waft of cool air but no luck,1,3.0,0.9049364233598799
14516,RT @chilltweetss: when I make the paper ball into the trash can &#128168; http://t.co/Xnx2XEGACm,2,3.0,1.0
16763,"RT @wilw: Even shorter Charlie Sheen: ""Your move, Mel Gibson.""",2,3.0,1.0
5182,"@KenSuttling You remember,it used to be funny coloured paper.",2,3.0,1.0
8771,i feel there are dangerous games or activities,3,2.0,0.7798509494381654
9425,i m feeling miserable serioulsy,0,4.0,0.7561238023383889
10690,i try that i just feel that im being judged by eyes that only see me as a weird and vain bastard who thinks so much of himself,4,3.0,1.0
11784,i was over tired and feeling irritable as a result,3,5.0,0.9273890997305128
13080,i hate talking about presents because i feel greedy,3,3.0,1.0
10049,"RT @grannywinkle: girls, don't let a guy treat you like a yellow starburst

u are a pink starburst",2,3.0,1.0
3362,i feel terribly unkind to say it span style font size,3,5.0,1.0
6356,i mean how would you feel if euan got hauled in for murder but you knew he was innocent,1,3.0,1.0
1938,"I hate being profiled. I'm not ""country"", I'm not a ""hick"". I'm Eric Dean Vestal, and I'm doing what makes me happy, not anything else.&#128076;&#128075;",2,3.0,1.0
8704,im not feeling fantastic is that i havent actually taken any time to rest,1,2.0,0.7128284251977807
12539,i find this scent pretty generic i actually feel like bath amp bodyworks didnt invest much time in this collection like they created sweet on paris then decided to throw together two other predictable scents,1,3.0,0.7235735266574795
14079,i need to manage my spending money more wisely but im feeling uncertain and stressed as of late,4,4.0,0.6079244035085889
3877,i can feel the awkwardness and that weird kind of tension,4,4.0,0.9005108647079477
16901,i will remember you as someone who i could feel so comfortable around,1,4.0,0.8691845157311062
10676,@Yankees and we all fell asleep @Frizzle18,2,3.0,0.6666666666666666
11011,i feel so hesitant to say anything positive trying to hold my breath so to speak because none of this really matters until i know that shaun has passed the dlpt,4,3.0,0.804130188090792
2884,i am heavy and i feel dull all over i think i ve stopped breathing,0,2.0,0.901077444032298
3714,@MissYankee @Sportsteamnews Looking at the Royals and wondering what could have been if we didn't decimate the Yankee farm system.,2,3.0,1.0
12911,@EverybodyHatesV I read a black man tweet hot sauce is trash &amp; watermelon is overrated. I can't deal,2,3.0,0.6666666666666666
7315,"RT @zachthorpe78: ""the trash generation""",2,3.0,0.6666666666666666
6301,i feel this is a useful tool in a couples quest to start a family,1,3.0,1.0
3027,i feel i m being truthful,1,2.0,0.8049156940090957
10416,i guess since im feeling a bit less shitty have a random picture,0,4.0,0.9828087520753812
11869,i should feel ashamed,0,3.0,0.7082599611450241
8863,"@Wizards_DnD @JimZub tranny dragons, eh? I know some people that will love this!",2,3.0,0.6666666666666666
7900,"""Is that an albino Mexican?""
""No dad, he's Asian.""",2,3.0,0.6666666666666666
9002,i feel like that s so weird that i had cancer that one time,5,4.0,0.6633180766759542
15936,ive had where i feel good enough to work the whole shift possibly the whole day,1,3.0,0.9343333553714733
7499,i am very stubborn but i feel like if i am going to be stubborn it should be in a manner that is going to help me,3,2.0,0.5536620957614782
7681,i wake up ill feel really really mad,3,5.0,1.0
568,i feel that your prince charming will come through sooner than you expected,1,2.0,0.8381974422655671
10803,i feel my heart shaky all the time now,4,4.0,0.8508836215243171
16512,i feel about not having the precious moments that nursing brings,1,3.0,0.8712324979792584
15561,i hate to feel devastated so much so that i have an unhealthy habit of suppressing my feelings,0,4.0,0.8912996113717673
14553,i think she is pretty sure she is not the victim then feel really unfortunate to bobo if she is really pregnant,0,4.0,1.0
16715,"RT @ItsKayven: If your girlfriend is taller than you, it's her responsibility to take the trash out &amp; fight off anyone that breaks into you&#8230;",2,3.0,1.0
10126,@SteveWorks4You @teaparty ...anti American Republicans and teabaggers stop forcing ur religion on the rest of us. Stockman u dont pray.liar,2,3.0,0.6666666666666666
13567,i just feel so defeated that once again im the weirdo that cant adjust to motherhood,0,3.0,0.7988180338943611
18170,im feeling suitably annoyed by the panel and its time to get you a recipe for these previously deemed unworthy treats,3,2.0,0.8880501322031664
2455,i often feel like im drowning as i try to come up with valuable content and write engaging posts,1,3.0,1.0
17689,i feel humiliated said mohammed hussein a year old factory worker,0,5.0,0.7626719364452671
17973,"@TheClaireBear36 Don't like to trash talking either way. But to be fair, that's just on Twitter. I'm having a ball on texts.",2,3.0,1.0
2525,i sometimes feel resentful that this has come into our lives at this time,3,3.0,0.8973397332707364
1684,im not some outcast always feeling a fake sense of belonging,0,3.0,0.9046131078193752
8196,i really want this challenge to be a fun way for everyone to knock a few games off our backlogs without feeling pressured to reach any certain goals,4,4.0,1.0
14171,i tend to feel a bit cranky when i ve gone for a few days without making art,3,2.0,0.7764962848702183
16410,i feel like these words from today s passage send the church of today a warning just as much as jesus was sending his beloved disciples a warning,1,3.0,1.0
4454,i feel we need to bear in mind though is that there are low cost resort rooms in europe and england if we look,0,3.0,1.0
10963,i need to do after much prayer considering things like this but i still always feel a little reluctant to act but i do anyway,4,3.0,0.8040293873435792
11192,i feel sorry for the rest of us in second life who understand that without more support for first time users our world will continue on its slow death spiral,0,3.0,0.997873739864081
5760,im feeling lucky button on google,1,3.0,0.7328606383888917
16597,i started to drape the ties on and get a feel for how it would look and i hated it,0,5.0,0.6945528075912935
7627,i am determined to lose weight the healthy way work harder in school be a better friend speak freely of how i feel be truthful with some people and get more sleep,1,4.0,1.0
9239,i feel a cool breeze and think it might be cold but then i realize it is still degrees and humid outside,1,3.0,0.8017705527332767
13955,ive been feeling lately that i am much less likeable than i used to be,1,3.0,0.9815960298033909
2613,"I took 2 ""Rebel vs. Yankee"" tests (40 questions, accents, word usage) and scored a total % of 47.5% Rebel vs. 52.5% Yankee in southern Pa.",2,3.0,1.0
8358,i put weight on it with my leg bent like when i get out of the car i feel a dull pain in my knee,0,4.0,0.6660226471010771
8776,"@gregorious13 I don't understand it, there's trash cans/dumpsters everywhere and if there's not, just wait till you go somewhere with one.",2,3.0,1.0
11628,i just feel disillusioned,0,2.0,1.0
9849,RT @daniellecarr01: Where all my @Yankees fans?? #ny #yankees #VictoriaSecret #fitness http://t.co/IBNLKWuUNS,2,3.0,1.0
15243,It's Karaoke night baby! Hi ho! Hi ho! It's off to sing I go! With a voice that sounds like sandpaper hi ho! Hi ho!,2,3.0,1.0
18126,"I didnt buy any alcohol this weekend, and only bought 20 fags. Proud that I still have 40 quid tbh",2,3.0,0.6666666666666666
3946,i am feeling so blessed so happy,1,3.0,0.8334703912152573
1575,I need like 43 fuzzy blankets to sleep &#128525;&#128139;,2,3.0,1.0
1583,i probably would have bailed at the half way mark when i was feeling quite low physically and mentally,0,2.0,0.946758908690862
1520,i can fail so im feeling pretty relaxed about them,1,5.0,1.0
12701,i feel more useful to g this way,1,4.0,0.717143891330459
1617,when i knew about my first job,1,4.0,0.8411798243023749
491,@frankthetank215 @Jim_McCloskey Fran is a hillbilly Virginia mountain man who has pre-1800s white Anglo-Saxon beliefs #frankensteinMD #kikme,2,3.0,0.6666666666666666
15407,Yall know Skip Bayless is about to slit his wrists over Romo! Lol,2,3.0,1.0
16680,ive lost pounds in weeks and have lots of energy and feel terrific i exercise on the treadmill for about minutes days week,1,3.0,0.7640152560337912
9585,i feel quite devastated when i have to rush away sometimes,0,2.0,1.0
4446,i have a few prayer requests if you want to the add your own to the list feel free,1,2.0,1.0
1330,i feel so pained to see students on a school trip,0,3.0,1.0
7132,im not sure if anyone else is like this but especially when im feeling low i dont particularly want to wear vintage clothing,0,4.0,0.9274246433524108
4672,Wait did @kidfivevibes take my brownies??,2,3.0,1.0
11607,i just be feeling curious about a few tings,5,3.0,0.8138529492685006
3582,i can feel their joy and excitement for the opportunity to receive these vital ordinances,1,3.0,1.0
5028,@SteveWorks4You ..its all about you and white conservative teabaggers. You all make the world go round. Please be our rulers.....stockboy,2,3.0,1.0
11746,Green grass and tree trash. http://t.co/SO9C7g3FQ5,2,3.0,1.0
17909,I couldn't press send. That tweet about anchor babies was even too raw for me.,2,3.0,0.6666666666666666
7101,Permanent slit in my eyebrow from when I tumbled down the bleachers when I was little.... I stayed in the ER,2,3.0,1.0
14798,Getting off twitter jigg trynna stress me out more I don't need this type of heat&#128553;,2,3.0,1.0
405,i posted about feeling like a super mom because i managed to care for myself my children my fiance and my house for one day while working and on little sleep,1,1.0,0.8822325370145522
16951,im feeling glad all over yes im glad all over baby im glad all over so glad youre mine,1,3.0,0.9752068373348488
4123,im so happy that he loves my husband and feels that he doesnt need to worry about this troubled girl anymore,0,3.0,1.0
6634,im feeling discontent with my sex life i feel like crying like venting about it,0,4.0,0.7436670551066118
5421,i was sitting in the corner stewing in my own muck feeling hated alone unworthy and violated,3,3.0,0.6874056138993012
18543,i think it is super nervous for me i always feel not contented and even greedy so when there s a choice that problem would just worsen,1,2.0,0.8987371448514231
2037,i wrong or ridiculous to feel pissed,3,3.0,0.8215420456684179
1022,i do this i feel lethargic uninspired and the next morning have a go at myself,0,2.0,1.0
7585,i feel like at times i am lauren for trying to help my friend see that her boyfriend is a lousy guy yes they might be best friends and never let that go but they re both not good for each other,0,4.0,0.9162191718114316
9929,i feel like i have been beaten hard with a baseball bat under my arm which the doctor said was a very apt description,0,5.0,0.8037795569663732
266,i feel really inadequate and i just wish i had enough brains to atleast pretend to know what i was doing,0,3.0,0.7706613648857332
17739,i remember feeling annoyed but also wondering if i shouldn t stop and buy something,3,3.0,0.9673333268595019
9790,i read of my friends good news and have an unexplained feeling of melancholy what s up with that,0,4.0,0.8416237626533256
3827,i still feel i have a very long way to go before i can call myself a joyful homemaker,1,2.0,0.8556246325760185
13655,RT @Norsu2: Democrats to push income inequality as top issue of 2014 http://t.co/6fMioxUIgK Charlie Baker (R) veers further left all in w D&#8230;,2,3.0,1.0
10072,im getting is that since i feel that i accepted the mark of the beast when they shot me up and i thought they where going to kill me and i screamed so loud that i didnt want to die,1,3.0,1.0
7948,i feel very reluctant talking about death,4,4.0,0.7525343333963119
7153,im feeling pretty contented too having an instructor to assist me with higher level math again for a while is very helpful,1,3.0,0.6244293197322204
2742,Live birds found in Elmo doll at US-Mexico border (from @AP) http://t.co/JCH9HQVlPl,2,3.0,0.6666666666666666
1263,i miss my friends amp feel neglectful,0,3.0,0.9471795513448628
12259,i saw i had a direct message dm on twitter from a former friend jeff who i no longer feel friendly toward,1,3.0,0.771783908240464
3584,i feel like a letdown and i feel like i allow myself to be hurt,0,4.0,0.9535252091344054
7333,i feel so thrilled that she likes me very much,1,4.0,0.7483595410452099
15221,i grieve my losses and then feel ashamed because the little way has the essential component of my life well lived i get to tell someone about jesus love,0,3.0,0.6238207727060074
1668,i feel entirely free to express the way i feel about surroundings my life and the myriad of experiences that continue to make me who i am,1,2.0,0.7648181971567833
17791,i feel fucked church of fuck luminaries swinelord are back with a deluxe r,3,3.0,1.0
15030,It be so good to not gotta woyke in da moanin. I da only colored dat woyke cuz colored folk be lazy and lives off da white guilt,2,3.0,0.6666666666666666
17855,i feel rebellious and think let them do so,3,4.0,0.6898209567965472
14898,im feeling surprisingly blank about the whole thing not good not bad not happy not sad,0,5.0,1.0
13161,i turn feeling ridiculously awkward and very self conscious to face zayne,0,4.0,0.8471908156862422
12434,i feel completely listless,0,3.0,0.9858936436380594
17332,i could feel her eyes boring a hole in my neck as i quickly stepped to the side so i wasn t in the way of her son anymore,0,2.0,0.7616886876249653
10284,@AstrosCounty Jeff Luhnow is to blame for the Astros not blowing out the Red Sox and Yankees -HC,2,3.0,1.0
3833,i am really enjoying my time here but ever since fourth of july passed and i reminisced about nyc and home i have been feeling a bit homesick,0,2.0,0.8790114644648361
5548,i am feeling apprehensive about this move and worried i have blown all my money that was meant to pay my rego,4,3.0,0.6053997883692628
10718,i sometimes feel like the heroine who is never stressed or teary or worn out with all the hardship is pretty shallow,0,3.0,1.0
5784,@NoHazardNoParty @PiBBzYx @piersmorgan @Jim_McLaren I can't wait for the day they take them be a boon for the entire nation,2,3.0,1.0
6015,RT @lexxxilove: I wake up in the middle of the night and chug the orange juice straight from the bottle. Sorry mom.,2,3.0,1.0
16181,i have felt so loved and i have so much love for the people in my life that i feel content with where i am at right now,1,2.0,0.8608012628345982
7408,i came to china feeling a little frightened of everything around me,4,4.0,1.0
15477,i asked feeling slightly wimpy,4,1.0,0.9671109756685524
13712,i of britain so were louis xvi and marie antoinette but i think perhaps i feel the loss of russia more because it was so violent it was the entire family and because it was so comparatively recent,3,3.0,0.8855867280042473
5377,when i first heard i like you from my boyfriend,1,2.0,0.6090466100139879
758,i feel it would be pleasant to have a cigarette there is a sort of deep rooted memory of enjoying sucking that carcenogenic smoke into my lungs but i believe that feeling of pleasantness is an illusion,1,4.0,0.8266744117310393
5183,i feel like i missed my calling id be a damn good special ed teacher,0,1.0,0.7589116677290105
5758,RT @reidk_97: Flappy bird is dusty,2,3.0,1.0
13494,"RT @NativeCurator: THIS is how you honor
Native Americans. #changethename #HTTR @redskinsfacts @redskins http://t.co/23VGQvEHy5",2,3.0,1.0
5018,im in the kitchen and glance over at that lovely robins egg blue binding i feel assured that anything i will ever need to know about food can be found within those pages,1,4.0,1.0
3592,i was in the throes of being brought to the edge i once again felt that same feeling of submissive ownership emotions building,0,4.0,1.0
6482,i feel as if i prepare for hurricanes every day of the week and at the end of the night these three precious storms leave their trail throughout my home,1,3.0,1.0
16296,i was already going to feel giggly about it,1,2.0,0.948196067701949
18760,i hope that by telling them ill find out more about who i am how i got to this place in time and not feel so lost and alone,0,3.0,1.0
14617,i see the areas where i should be doing better and i feel discouraged and condemned but i feel tempted to turn to numbing pleasures more than to despair,0,4.0,0.8298484987132297
18722,i was feeling melancholy on a cloudy rainy lonely easter sunday,0,3.0,1.0
8413,i love it he makes me feel so greedy,3,4.0,0.8625452766997523
895,i am kind of feeling melancholy because of the recent tragedy in bontoc you know when we were there you do get the feeling that every turn is the last turn you are ever going to make in your life,0,3.0,0.9443050955620166
17962,RT @paulabruederle: Some birds aren't meant to be caged,2,3.0,1.0
8576,i thought i should be excited that im starting work but im feeling reluctant as ever,4,3.0,1.0
5035,damn lol RT @GlobalGrindNews: Janay Rice speaks on the domestic violence costume that mocks her marriage http://t.co/n6ucidNUuU,2,3.0,0.6666666666666666
1225,ive been angry and under that anger hurt are not gone but they feel resolved,1,3.0,0.8190526299440728
15639,i just feel really emotionally drained,0,3.0,0.9416705010087081
3333,i feel like ive been in a more innocent version of a one night stand,1,3.0,0.9995519729060656
15456,Text me instead of playing flappy birds #SoIKnowItsReal,2,3.0,1.0
5135,#HellYeah RT @BaconGawd #No RT @HuffingtonPost Happy Fall! Pumpkin Spice Oreos are here http://t.co/2prvsKantE http://t.co/hleYm0YC29,2,3.0,1.0
10218,i already feel impatient and cancel hyundai tucson last year waiting almost for seven months,3,3.0,1.0
14370,i think she had more fun than she thought she would have granted we do feel like we are suffering a bit with the food and detoxing but at the same time we feel like we are finally making serious changes to be healthy and that alone is a really awesome feeling,0,3.0,0.8336168139994932
12612,This 8 yr old on #masterchefjunior made my chicken look like trash.,2,3.0,1.0
17109,RT @ChristineKKTV: Great weather to hit up the slopes this weekend... @Arapahoe_Basin &amp; @LovelandSkiArea open Saturday! #COwx #skiseason ht&#8230;,2,3.0,1.0
18533,RT @CuteOverloads: baby monkey in the snow im crying &#128557;&#128018;&#10052; http://t.co/gMk5dbjaJQ,2,3.0,0.6666666666666666
12288,i would not feel as shaken if i were appreciated for at least a tiny bit,4,4.0,0.8567586721576889
15676,Nope! It's just yellow OTL,2,6.0,1.0
4679,i finally feel excited to continue to try to lose some weight,1,3.0,0.7375401957663589
13785,i wonder if she can pick up the stress im feeling when im trying to feed her and terrified of getting bitten because shes not feeding much,4,3.0,0.9988964467446271
15814,"Tryna get to home like base to base to base, closet looking like planet of the bathing apes",2,3.0,0.6666666666666666
2227,@k_tempsss lol then they have one more flavor I think it's yellow idk.. But yea there bomb.,2,3.0,0.6666666666666666
14463,i let myself feel this way i have a gorgeous partner who loves me with an intensity that takes my breath away a beautiful comfortable home food on the table and drink a plenty even our dog adores me,1,3.0,0.8132016149605721
945,@jessicacassell1 find a new hillbilly!! #spiritweek!!,2,3.0,0.6666666666666666
1274,i didn t feel particularly mad of course they say that when you are going crazy you really feel like you are becoming more sane,3,4.0,0.8467852636001897
4464,RT what got me into baseball! :Well only a couple more days till all these legends will be retired #CORE4 #Yankees http://t.co/bL2V1v2n9T&#8221;,2,3.0,1.0
5605,i feel really overwhelmed with mine,4,3.0,1.0
8882,i set off feeling strangely nervous and quite weak but slowly worked through the problems and was soon attempting the toughest problems,4,2.0,1.0
11651,i admit i walked into third wave cafe feeling a little apprehensive but what appeared to be a run of the mill cafe turned out to be a restaurant with great personality and even greater food,4,3.0,0.7578438527295568
12929,i am and i feel respected and safe with them,1,4.0,0.888290183806056
16124,"Hey everybody,
The White Iron Band plays this Saturday(12-11-10) on the Slopes of Lutsen,MN at Papa Charlie&#8217;s(21+). Going to be a real...",2,3.0,1.0
8117,o unpunished. This has been the view for many thousands of years in civilised and uncivilised society.,2,3.0,1.0
17479,i didnt even have time to feel jealous i was so busy pinning her pictures and writing down a href http nanashi,3,2.0,1.0
18646,"@neemjemoeder @SvensTweet @Harry_Dillema @wltrrr steek d morele vinger maar in j neus, zelfde soort types bij NATO stenigt vrouwen by bosjes",2,3.0,1.0
18354,ive been feeling distressed,4,4.0,1.0
12223,i feel bad not giving due credit,0,4.0,0.9415015994978303
10280,i feel as if this opportunity to return to moz is gods gracious gracious way of giving me that heat desire despite my own self doubt and uncertainty in the past,1,3.0,1.0
11062,i feel pretty passionate about is helping people,1,3.0,0.803048543200616
9690,i spent so much of my pregnancy feeling like a listless slug,0,3.0,0.848099997758903
2788,i feel really fucked up why do such things always happen to me,3,4.0,0.8929486279544521
1180,im feeling stressed or having a bad day i take a walk or run,3,4.0,1.0
8225,Damn it be cold fo a colored man,2,3.0,0.6666666666666666
16739,i feel horrible about myself and want to throw in the towel and give up,0,4.0,0.8980557344853138
10170,i feel miserable and even more alone,0,4.0,1.0
3493,i feel like this was a very productive year for me in that area,1,3.0,0.9532358821768087
7591,i felt i got to feel more appreciative for people,1,3.0,0.76827421022181
1459,i feel so honoured so have been allowed to write my story and,1,4.0,0.9986613818665805
6428,i anyone another lovely day today weather am running late with life generally and not done any art today yet feel deprived bit of,0,3.0,0.5835640915218286
7808,i was actually feeling somewhat listless and unmotivated earlier this afternoon but then i had a cup of coffee medium strength coffee at that and now im bursting at the seams,0,3.0,0.6164112919941815
17653,i feel very distressed because i m supportive of this campaign and with the senator jackson told cnn,4,2.0,0.8973907455225258
16685,i look forward to continuing this challenge and feel so appreciative for the boost to get my nutrition on a healthy track especially for my pregnancy the most important time in my life to be eating healthy,1,3.0,0.9164872046750026
9895,i feel honored to have those books on my shelves,1,2.0,0.7766508244661728
16671,i make them feel valued and included even when we don t see each other often that it s one of my superpowers,1,3.0,0.6294274814247702
7078,i diss a bag only when i m feeling grouchy because of the lack of any inspiration whatsoever when it comes to fug bags but today i m not grouchy and it still sets me of which means this is a big deal,3,3.0,0.9021923682991358
1586,i feel so delighted when the varsities picked me to be their muse,1,4.0,1.0
1395,i feel i know myself well enough to know what i will or will not do can or can not do what can be tolerated or not,1,2.0,1.0
9597,I miss my monkey &#128533;,2,3.0,1.0
5195,im still feeling a little shaken,4,4.0,1.0
3889,i feel like it blog april a wonderful spring weekend filed under a href http karmardav,1,6.0,1.0
17995,RT @K1mb0Slyc3: Me too! &#8220;@WhatsAshirt: Defiantly going to see that new planet of the apes tonight&#8221;,2,3.0,1.0
14776,"Surprise, surprise! TSA trashes Brandon Darby's Border Patrol sources http://t.co/EtDKzFrRzK",2,3.0,1.0
12255,i realized that i was tired of feeling weird in relationships with boys,4,3.0,0.604665191376716
5804,"Not sure why #teabaggers would care about Nelson Mandela, being that he's one of 'them' if you know what I mean. #teaparty #tcot",2,3.0,1.0
11591,I want a cowboy killer,2,3.0,0.6666666666666666
13840,i still feel so amazed knowing i stood right in front of jason,5,3.0,0.9847068847048319
13054,Just hit 40 in flappy bird.&#128527;,2,3.0,1.0
3299,RT @UnnagroundKing: RT @JoshHelaku: I don't care who Kendrick made that song for it's still trash,2,3.0,1.0
10035,"""I'll slit your throat-neck"" http://t.co/ChFFSDeDdd",2,3.0,0.6666666666666666
5858,@37738921 reminds me of Oreos lmao,2,3.0,1.0
11131,i sit here feeling dazed after spending most of the afternoon in a comatose state i realise that hours in a day is not enough to do things we really want to,5,2.0,0.8678659272424211
3032,i feel insecure all the time,4,3.0,0.9890765224997797
3903,i go to the church service not youth i feel like im hated and i know im not the only one,3,4.0,0.8531811129210531
2094,i feel burdened by my own expectations,0,3.0,0.9315039608143354
4469,i have already said i am one of many feeling threatened and attacked by the government and media of today and have had to look outside my own small life,4,3.0,0.7710436189611877
2182,i think this has caused me to resonate more deeply with others who lack connection and support who are alone who feel they do not have support who are suffering,0,3.0,0.9821560861071005
17655,i loved that he was still small enough to ask me for help to feel safe,1,2.0,0.941939678849365
4459,@basedgvbe trash,2,3.0,1.0
12955,i feel dumb now going through all those,0,4.0,0.8221108573717688
8523,i feel irritated to have missed out direct instruction from master lee is never to be passed up casually i have to admit my body just feels like it needs the rest,3,4.0,1.0
17622,i think about it with the anticipation i was feeling yesterday its kind of a miracle that i didnt like fake an injury or something just to be able to go to the hospital to see them,0,4.0,0.9337300508706345
16261,"I luv watching gas monkey, they be havin some classics on there.",2,3.0,1.0
7410,i went to sleep friday i was feeling relieved that none of our family was caught in the tornadoes in broken arrow later that night,1,3.0,0.9508475619522732
15894,i have lost touch with the things that i feel passionate about i am getting less spontaneous am living by lists urgh,1,1.0,0.8797989732997105
2245,i feel so physically beaten down that it is difficult to think about anything else right now,0,2.0,0.8958650356273867
1484,i remember feeling terrified as a child,4,4.0,0.7750432405318038
14718,i feel like my life is very rich and fulfilling but i know people look at the way i live and feel some misplaced pity for me,1,5.0,0.963961926622382
6492,im feeling pretty numb and focused on thinking about what needs to be done,0,3.0,1.0
18827,i feel like a strange antisocial creature difficult for the cooperation,5,3.0,0.8245318058642134
3647,i started secondary school at the age of every night i would cry and lose sleep over the thought of school the next day but it wasnt the usual feelings of oh i cant be bothered with school,3,3.0,0.8327298992273309
16785,i climbed over that day and awful hump and i feel fabulous,1,3.0,0.8866054029442704
10051,I'm in my bed like half asleep and stuff. But I really want that Oreo coffee coolatta.,2,3.0,1.0
3831,i read in the book called the mindful woman that every so often throughout your day you should stop and close your eyes and think about anything that you can hear or see or smell or feel its kind of a cool experiment,1,3.0,1.0
10498,i am beginning to feel that theres a good chance i might pass,1,2.0,1.0
6829,i am available what am i going to do with my day i need to feel useful maybe i can still contribute my time part time i dont want to let anyone down,1,4.0,0.7665889805298187
6224,i stay up and feel foolish,0,3.0,0.700663727764142
11323,im feeling optimistic right now so ill project that out here,1,3.0,1.0
8192,ill talk about the feel of fake products and places i trust to shop,0,2.0,0.8975254173930125
11147,i think there are quality submissions out there but authors are conforming more to writing in genres they feel will get accepted by a publisher,1,4.0,0.868030531799146
15838,im feeling more lively now,1,3.0,1.0
18687,im feeling thankful for books york peppermint patties finding a roommate this year who has become a very dear friend of mine blake,1,4.0,0.8886047641244202
16088,i am feeling discouraged,0,3.0,0.6986061734473954
7895,i don t feel any safe,1,2.0,0.7184329139347188
468,@ToddIrwin1 NFL... Forgetabout they got until February. It's the pennant race. Let's Go Yanks.,2,3.0,1.0
27,i strongly dislike feeling stupid which is a feeling that comes up for me at least once per day and often more frequently than that,0,4.0,0.9092427312595504
17298,i am now feeling delighted to have a bigger definition of magic,1,3.0,0.9932663022272356
7749,i cannot help but feel that my life is a series of not so unpleasant accidents stumbling about trying to do the right thing,0,4.0,0.8924413559840939
4147,i am feeling a little overwhelmed by christmas knitting especially since i started cross stitching and thats taking half my free time i went idea shopping today though and i am starting to feel a little better about the situation,4,2.0,0.7847288682309896
805,at a certain situation i felt myself neglected and undeservedly harmed,3,4.0,1.0
15722,Lol ike Turner http://t.co/8yNqYYaOjo,2,3.0,1.0
12240,i feel quite nervous and scared too x scared cos ill be taking the plane back to singapore on my own cos i cant stay as long as my two other friends have planned t,4,3.0,0.8703048597148829
5426,R-Surge For Charlie Baker-R of 9 points in Demo-State Mass against Coakley-D! DoG http://t.co/UOVtVG5nnM via @BostonGlobe,2,3.0,1.0
13038,i fought i could feel myself trusting this man who was so patient and had a cool confidence more and more,1,2.0,0.9297552769660465
5945,id call that feeling relaxed,1,4.0,1.0
12483,i guess im just feeling a little rebellious,3,4.0,0.9906161163803043
1143,i keep forgetting but shouldnt is no matter what happens i should not hesitate or feel too ashamed to come back to allah and get back on my feet,0,2.0,1.0
9022,"RT @Goldkamp247: Yep, Steve Spurrier just sorta compared Alabama to the Yankees. ""They've (NY) got the biggest payroll, they don't win ever&#8230;",2,3.0,1.0
2737,i feel like watching some delicious trash i always want to include my partner in the ritual,1,3.0,0.8503732330156382
5589,i open my eyes in the morning my heart feels empty,0,4.0,0.7727846519182722
9923,RT @SenorSteez: This whole week was trash,2,3.0,1.0
16796,i know it meant that i will get ignored more and that i will have that feeling more still i did keeping all the sadness and all the ignored feeling,0,4.0,0.7959306809316241
